"ID","City","Group_size","Age","MPI#Mean","TOM","BUMO","BUMO_Previous","MostFavourite","Gender","MPI#detail","Age#group","Age#Group#2","MPI","MPI#2","Occupation","Occupation#group","Year","MPI_Mean_Use","MPI#detail_imp","Age_imp"
441904,"Hà Nội",3,41,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","40 - 60","40 - 44","4.5M – 8.9M","2","Officer - Staff level","White Collar",2018,8249,FALSE,FALSE
443697,"Nha Trang",3,26,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","20 - 29","25 - 29","4.5M – 8.9M","2","Unskilled Labor","Blue Collar",2018,8249,FALSE,FALSE
443729,"Hà Nội",3,46,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","40 - 60","> 45","4.5M – 8.9M","2","Unskilled Labor","Blue Collar",2018,8249,FALSE,FALSE
444425,"Hà Nội",3,38,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","35 - 39","4.5M – 8.9M","2","Lecturer / Teacher","White Collar",2018,8249,FALSE,FALSE
444671,"Hà Nội",3,31,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","30 - 34","4.5M – 8.9M","2","Officer - Staff level","White Collar",2018,8249,FALSE,FALSE
445699,"Hải Phòng",3,38,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","30 - 39","35 - 39","4.5M – 8.9M","2","Broker/ Service provider with no employee","Self Employed - Small Business and Freelance",2018,8249,FALSE,FALSE
448587,"Hà Nội",3,33,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","30 - 39","30 - 34","4.5M – 8.9M","2","Unskilled Labor","Blue Collar",2018,8249,FALSE,FALSE
451412,"Hà Nội",3,38,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","35 - 39","4.5M – 8.9M","2","Broker/ Service provider with no employee","Self Employed - Small Business and Freelance",2018,8249,FALSE,FALSE
451486,"Nha Trang",3,31,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","30 - 34","4.5M – 8.9M","2","Broker/ Service provider with no employee","Self Employed - Small Business and Freelance",2018,8249,FALSE,FALSE
451718,"Đà Nẵng",3,27,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","20 - 29","25 - 29","4.5M – 8.9M","2","Skilled Labor","Blue Collar",2018,8249,FALSE,FALSE
451880,"Hà Nội",3,27,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","20 - 29","25 - 29","4.5M – 8.9M","2","Officer - Staff level","White Collar",2018,8249,FALSE,FALSE
451936,"Hải Phòng",3,36,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","35 - 39","4.5M – 8.9M","2","Skilled Labor","Blue Collar",2018,8249,FALSE,FALSE
453571,"Hà Nội",3,37,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","35 - 39","4.5M – 8.9M","2","Broker/ Service provider with no employee","Self Employed - Small Business and Freelance",2018,8249,FALSE,FALSE
454750,"Hà Nội",3,27,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","20 - 29","25 - 29","4.5M – 8.9M","2","Officer - Staff level","White Collar",2018,8249,FALSE,FALSE
455807,"Hà Nội",3,30,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","30 - 39","30 - 34","4.5M – 8.9M","2","Officer - Staff level","White Collar",2018,8249,FALSE,FALSE
456937,"Hà Nội",3,36,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","30 - 39","35 - 39","4.5M – 8.9M","2","Officer - Staff level","White Collar",2018,8249,FALSE,FALSE
727340,"Hà Nội",3,40,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","40 - 60","40 - 44","4.5M – 8.9M","2","Civil servant - Staff level","White Collar",2019,8249,FALSE,FALSE
732434,"Hà Nội",3,40,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","40 - 60","40 - 44","4.5M – 8.9M","2","Officer - Staff level","White Collar",2019,8249,FALSE,FALSE
733736,"Hà Nội",3,43,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","40 - 60","40 - 44","4.5M – 8.9M","2","Officer - Middle Management","White Collar",2019,8249,FALSE,FALSE
737514,"Hà Nội",3,50,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","40 - 60","> 45","4.5M – 8.9M","2","Unskilled Labor","Blue Collar",2019,8249,FALSE,FALSE
747694,"Hà Nội",3,31,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","30 - 34","4.5M – 8.9M","2","Officer - Staff level","White Collar",2019,8249,FALSE,FALSE
753731,"Hồ Chí Minh",3,49,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","40 - 60","> 45","4.5M – 8.9M","2","Housewife","None Working",2019,8249,FALSE,FALSE
759284,"Hà Nội",3,29,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","20 - 29","25 - 29","4.5M – 8.9M","2","Small Business","Self Employed - Small Business and Freelance",2019,8249,FALSE,FALSE
766496,"Hà Nội",3,47,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","40 - 60","> 45","4.5M – 8.9M","2","Skilled Labor","Blue Collar",2019,8249,FALSE,FALSE
777319,"Hà Nội",3,34,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","30 - 34","4.5M – 8.9M","2","Officer - Staff level","White Collar",2019,8249,FALSE,FALSE
780835,"Hà Nội",3,33,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","30 - 39","30 - 34","4.5M – 8.9M","2","Officer - Staff level","White Collar",2019,8249,FALSE,FALSE
786563,"Hà Nội",3,47,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","40 - 60","> 45","4.5M – 8.9M","2","Skilled Labor","Blue Collar",2019,8249,FALSE,FALSE
787127,"Hà Nội",3,45,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","40 - 60","> 45","4.5M – 8.9M","2","Professional","White Collar",2019,8249,FALSE,FALSE
787815,"Hà Nội",3,27,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","20 - 29","25 - 29","4.5M – 8.9M","2","Lecturer / Teacher","White Collar",2019,8249,FALSE,FALSE
791541,"Cần Thơ",3,24,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","20 - 29","20 - 24","4.5M – 8.9M","2","Unskilled Labor","Blue Collar",2019,8249,FALSE,FALSE
791779,"Hà Nội",3,36,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","35 - 39","4.5M – 8.9M","2","Officer - Staff level","White Collar",2019,8249,FALSE,FALSE
791962,"Hà Nội",3,34,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","30 - 39","30 - 34","4.5M – 8.9M","2","Officer - Staff level","White Collar",2019,8249,FALSE,FALSE
792655,"Hà Nội",3,44,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","40 - 60","40 - 44","4.5M – 8.9M","2","Small Business","Self Employed - Small Business and Freelance",2019,8249,FALSE,FALSE
792898,"Hải Phòng",3,55,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","40 - 60","> 45","4.5M – 8.9M","2","Small Business","Self Employed - Small Business and Freelance",2019,8249,FALSE,FALSE
795745,"Hà Nội",3,40,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","40 - 60","40 - 44","4.5M – 8.9M","2","Lecturer / Teacher","White Collar",2019,8249,FALSE,FALSE
796412,"Hà Nội",3,35,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","30 - 39","35 - 39","4.5M – 8.9M","2","Skilled Labor","Blue Collar",2019,8249,FALSE,FALSE
797953,"Hà Nội",3,28,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","20 - 29","25 - 29","4.5M – 8.9M","2","Officer - Staff level","White Collar",2019,8249,FALSE,FALSE
798556,"Đà Nẵng",3,40,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","40 - 60","40 - 44","4.5M – 8.9M","2","Skilled Labor","Blue Collar",2019,8249,FALSE,FALSE
800438,"Đà Nẵng",3,26,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","20 - 29","25 - 29","4.5M – 8.9M","2","Skilled Labor","Blue Collar",2019,8249,FALSE,FALSE
800565,"Hải Phòng",3,33,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","30 - 39","30 - 34","4.5M – 8.9M","2","Freelance","Self Employed - Small Business and Freelance",2019,8249,FALSE,FALSE
800887,"Hà Nội",3,28,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","20 - 29","25 - 29","4.5M – 8.9M","2","Officer - Staff level","White Collar",2019,8249,FALSE,FALSE
802506,"Hà Nội",3,49,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","40 - 60","> 45","4.5M – 8.9M","2","Small Business","Self Employed - Small Business and Freelance",2019,8249,FALSE,FALSE
803267,"Hà Nội",3,39,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","35 - 39","4.5M – 8.9M","2","Officer - Staff level","White Collar",2019,8249,FALSE,FALSE
805740,"Cần Thơ",3,37,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","35 - 39","4.5M – 8.9M","2","Unskilled Labor","Blue Collar",2019,8249,FALSE,FALSE
806002,"Hải Phòng",3,26,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","20 - 29","25 - 29","4.5M – 8.9M","2","Freelance","Self Employed - Small Business and Freelance",2019,8249,FALSE,FALSE
806670,"Hải Phòng",3,34,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","30 - 34","4.5M – 8.9M","2","Officer - Staff level","White Collar",2019,8249,FALSE,FALSE
807782,"Cần Thơ",3,60,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","40 - 60","> 45","4.5M – 8.9M","2","Retirement","None Working",2019,8249,FALSE,FALSE
808071,"Cần Thơ",3,23,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","20 - 29","20 - 24","4.5M – 8.9M","2","Officer - Staff level","White Collar",2019,8249,FALSE,FALSE
809045,"Cần Thơ",3,25,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","20 - 29","25 - 29","4.5M – 8.9M","2","Professional","White Collar",2019,8249,FALSE,FALSE
809406,"Hà Nội",3,47,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","40 - 60","> 45","4.5M – 8.9M","2","Small Business","Self Employed - Small Business and Freelance",2019,8249,FALSE,FALSE
809865,"Hải Phòng",3,27,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","20 - 29","25 - 29","4.5M – 8.9M","2","Skilled Labor","Blue Collar",2019,8249,FALSE,FALSE
810295,"Hà Nội",3,39,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","35 - 39","4.5M – 8.9M","2","Lecturer / Teacher","White Collar",2019,8249,FALSE,FALSE
810790,"Hà Nội",3,32,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","30 - 34","4.5M – 8.9M","2","Officer - Staff level","White Collar",2019,8249,FALSE,FALSE
810883,"Hải Phòng",3,33,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","30 - 34","4.5M – 8.9M","2","Officer - Staff level","White Collar",2019,8249,FALSE,FALSE
811287,"Cần Thơ",3,33,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","30 - 39","30 - 34","4.5M – 8.9M","2","Freelance","Self Employed - Small Business and Freelance",2019,8249,FALSE,FALSE
811880,"Hà Nội",3,28,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","20 - 29","25 - 29","4.5M – 8.9M","2","Officer - Staff level","White Collar",2019,8249,FALSE,FALSE
813918,"Hà Nội",3,46,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","40 - 60","> 45","4.5M – 8.9M","2","Unskilled Labor","Blue Collar",2019,8249,FALSE,FALSE
815438,"Hà Nội",3,49,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","40 - 60","> 45","4.5M – 8.9M","2","Skilled Labor","Blue Collar",2019,8249,FALSE,FALSE
817057,"Đà Nẵng",3,47,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","40 - 60","> 45","4.5M – 8.9M","2","Unskilled Labor","Blue Collar",2019,8249,FALSE,FALSE
817911,"Hà Nội",3,33,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","30 - 34","4.5M – 8.9M","2","Small Business","Self Employed - Small Business and Freelance",2019,8249,FALSE,FALSE
817970,"Hồ Chí Minh",3,45,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","40 - 60","> 45","4.5M – 8.9M","2","Skilled Labor","Blue Collar",2019,8249,FALSE,FALSE
817996,"Hà Nội",3,46,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","40 - 60","> 45","4.5M – 8.9M","2","Unskilled Labor","Blue Collar",2019,8249,FALSE,FALSE
818185,"Hà Nội",3,39,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","35 - 39","4.5M – 8.9M","2","Lecturer / Teacher","White Collar",2019,8249,FALSE,FALSE
819761,"Hà Nội",3,30,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","30 - 34","4.5M – 8.9M","2","Officer - Staff level","White Collar",2019,8249,FALSE,FALSE
819927,"Hà Nội",3,31,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","30 - 34","4.5M – 8.9M","2","Officer - Staff level","White Collar",2019,8249,FALSE,FALSE
820652,"Nha Trang",3,25,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","20 - 29","25 - 29","4.5M – 8.9M","2","Officer - Staff level","White Collar",2019,8249,FALSE,FALSE
825313,"Hà Nội",3,27,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","20 - 29","25 - 29","4.5M – 8.9M","2","Officer - Staff level","White Collar",2019,8249,FALSE,FALSE
825383,"Hồ Chí Minh",3,34,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","30 - 34","4.5M – 8.9M","2","Unskilled Labor","Blue Collar",2019,8249,FALSE,FALSE
828353,"Hà Nội",3,49,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","40 - 60","> 45","4.5M – 8.9M","2","Unskilled Labor","Blue Collar",2019,8249,FALSE,FALSE
836572,"Cần Thơ",3,33,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","30 - 39","30 - 34","4.5M – 8.9M","2","Small Business","Self Employed - Small Business and Freelance",2019,8249,FALSE,FALSE
842384,"Hồ Chí Minh",3,49,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","40 - 60","> 45","4.5M – 8.9M","2","Unskilled Labor","Blue Collar",2019,8249,FALSE,FALSE
843111,"Cần Thơ",3,29,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","20 - 29","25 - 29","4.5M – 8.9M","2","Professional","White Collar",2019,8249,FALSE,FALSE
854872,"Hà Nội",3,36,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","30 - 39","35 - 39","4.5M – 8.9M","2","Officer - Staff level","White Collar",2019,8249,FALSE,FALSE
358230,"Cần Thơ",4,59,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","40 - 60","> 45","4.5M – 8.9M","2","Skilled Labor","Blue Collar",2018,8249,FALSE,FALSE
363454,"Đà Nẵng",4,39,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","35 - 39","4.5M – 8.9M","2","Officer - Staff level","White Collar",2018,8249,FALSE,FALSE
366395,"Cần Thơ",4,43,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","40 - 60","40 - 44","4.5M – 8.9M","2","Unskilled Labor","Blue Collar",2018,8249,FALSE,FALSE
368449,"Hồ Chí Minh",4,27,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","20 - 29","25 - 29","4.5M – 8.9M","2","Broker/ Service provider with no employee","Self Employed - Small Business and Freelance",2018,8249,FALSE,FALSE
368468,"Hà Nội",4,27,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","20 - 29","25 - 29","4.5M – 8.9M","2","Officer - Staff level","White Collar",2018,8249,FALSE,FALSE
370899,"Hải Phòng",4,45,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","40 - 60","> 45","4.5M – 8.9M","2","Skilled Labor","Blue Collar",2018,8249,FALSE,FALSE
381392,"Hà Nội",4,30,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","30 - 39","30 - 34","4.5M – 8.9M","2","Officer - Staff level","White Collar",2018,8249,FALSE,FALSE
381738,"Cần Thơ",4,19,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","16 - 19","16 - 19","4.5M – 8.9M","2","Pupil / Student","None Working",2018,8249,FALSE,FALSE
385884,"Cần Thơ",4,47,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","40 - 60","> 45","4.5M – 8.9M","2","Skilled Labor","Blue Collar",2018,8249,FALSE,FALSE
397996,"Hải Phòng",4,38,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","30 - 39","35 - 39","4.5M – 8.9M","2","Unskilled Labor","Blue Collar",2018,8249,FALSE,FALSE
408952,"Đà Nẵng",4,32,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","30 - 39","30 - 34","4.5M – 8.9M","2","Professional","White Collar",2018,8249,FALSE,FALSE
410856,"Hà Nội",4,26,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","20 - 29","25 - 29","4.5M – 8.9M","2","Officer - Staff level","White Collar",2018,8249,FALSE,FALSE
411355,"Hà Nội",4,30,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","30 - 34","4.5M – 8.9M","2","Semi-skilled labor","Blue Collar",2018,8249,FALSE,FALSE
412883,"Cần Thơ",4,26,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","20 - 29","25 - 29","4.5M – 8.9M","2","Skilled Labor","Blue Collar",2018,8249,FALSE,FALSE
416168,"Cần Thơ",4,31,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","30 - 39","30 - 34","4.5M – 8.9M","2","Broker/ Service provider with no employee","Self Employed - Small Business and Freelance",2018,8249,FALSE,FALSE
416345,"Cần Thơ",4,50,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","40 - 60","> 45","4.5M – 8.9M","2","Unskilled Labor","Blue Collar",2018,8249,FALSE,FALSE
416428,"Hải Phòng",4,29,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","20 - 29","25 - 29","4.5M – 8.9M","2","Officer - Staff level","White Collar",2018,8249,FALSE,FALSE
419814,"Nha Trang",4,57,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","40 - 60","> 45","4.5M – 8.9M","2","Housewife","None Working",2018,8249,FALSE,FALSE
433667,"Đà Nẵng",4,49,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","40 - 60","> 45","4.5M – 8.9M","2","Professional","White Collar",2018,8249,FALSE,FALSE
434084,"Hồ Chí Minh",4,25,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","20 - 29","25 - 29","4.5M – 8.9M","2","Officer - Staff level","White Collar",2018,8249,FALSE,FALSE
434849,"Hải Phòng",4,32,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","30 - 34","4.5M – 8.9M","2","Officer - Staff level","White Collar",2018,8249,FALSE,FALSE
437240,"Hà Nội",4,39,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","30 - 39","35 - 39","4.5M – 8.9M","2","Unskilled Labor","Blue Collar",2018,8249,FALSE,FALSE
437997,"Nha Trang",4,22,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","20 - 29","20 - 24","4.5M – 8.9M","2","Unskilled Labor","Blue Collar",2018,8249,FALSE,FALSE
439198,"Hà Nội",4,35,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","35 - 39","4.5M – 8.9M","2","Officer - Staff level","White Collar",2018,8249,FALSE,FALSE
439350,"Nha Trang",4,38,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","30 - 39","35 - 39","4.5M – 8.9M","2","Officer - Staff level","White Collar",2018,8249,FALSE,FALSE
440501,"Hải Phòng",4,37,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","35 - 39","4.5M – 8.9M","2","Officer - Staff level","White Collar",2018,8249,FALSE,FALSE
440806,"Nha Trang",4,33,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","30 - 34","4.5M – 8.9M","2","Broker/ Service provider with no employee","Self Employed - Small Business and Freelance",2018,8249,FALSE,FALSE
440893,"Nha Trang",4,25,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","20 - 29","25 - 29","4.5M – 8.9M","2","Semi-skilled labor","Blue Collar",2018,8249,FALSE,FALSE
441649,"Hồ Chí Minh",4,39,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","30 - 39","35 - 39","4.5M – 8.9M","2","Officer - Staff level","White Collar",2018,8249,FALSE,FALSE
442269,"Hải Phòng",4,36,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","35 - 39","4.5M – 8.9M","2","Officer - Staff level","White Collar",2018,8249,FALSE,FALSE
443724,"Hà Nội",4,28,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","20 - 29","25 - 29","4.5M – 8.9M","2","Skilled Labor","Blue Collar",2018,8249,FALSE,FALSE
443730,"Hà Nội",4,36,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","35 - 39","4.5M – 8.9M","2","Officer - Staff level","White Collar",2018,8249,FALSE,FALSE
443997,"Hà Nội",4,34,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","30 - 34","4.5M – 8.9M","2","Officer - Staff level","White Collar",2018,8249,FALSE,FALSE
444452,"Cần Thơ",4,31,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","30 - 39","30 - 34","4.5M – 8.9M","2","Semi-skilled labor","Blue Collar",2018,8249,FALSE,FALSE
448924,"Hà Nội",4,24,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","20 - 29","20 - 24","4.5M – 8.9M","2","Broker/ Service provider with no employee","Self Employed - Small Business and Freelance",2018,8249,FALSE,FALSE
450130,"Hà Nội",4,29,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","20 - 29","25 - 29","4.5M – 8.9M","2","Officer - Staff level","White Collar",2018,8249,FALSE,FALSE
450379,"Nha Trang",4,50,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","40 - 60","> 45","4.5M – 8.9M","2","Semi-skilled labor","Blue Collar",2018,8249,FALSE,FALSE
451901,"Hà Nội",4,35,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","35 - 39","4.5M – 8.9M","2","Officer - Staff level","White Collar",2018,8249,FALSE,FALSE
456943,"Hà Nội",4,38,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","30 - 39","35 - 39","4.5M – 8.9M","2","Broker/ Service provider with no employee","Self Employed - Small Business and Freelance",2018,8249,FALSE,FALSE
458556,"Nha Trang",4,60,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","40 - 60","> 45","4.5M – 8.9M","2","Officer - Staff level","White Collar",2018,8249,FALSE,FALSE
727219,"Hà Nội",4,44,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","40 - 60","40 - 44","4.5M – 8.9M","2","Skilled Labor","Blue Collar",2019,8249,FALSE,FALSE
733977,"Hà Nội",4,49,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","40 - 60","> 45","4.5M – 8.9M","2","Unskilled Labor","Blue Collar",2019,8249,FALSE,FALSE
739202,"Hải Phòng",4,38,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","30 - 39","35 - 39","4.5M – 8.9M","2","Unskilled Labor","Blue Collar",2019,8249,FALSE,FALSE
742784,"Đà Nẵng",4,36,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","35 - 39","4.5M – 8.9M","2","Small Business","Self Employed - Small Business and Freelance",2019,8249,FALSE,FALSE
745812,"Hồ Chí Minh",4,31,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","30 - 34","4.5M – 8.9M","2","Officer - Staff level","White Collar",2019,8249,FALSE,FALSE
747125,"Cần Thơ",4,39,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","30 - 39","35 - 39","4.5M – 8.9M","2","Unskilled Labor","Blue Collar",2019,8249,FALSE,FALSE
752252,"Đà Nẵng",4,52,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","40 - 60","> 45","4.5M – 8.9M","2","Small Business","Self Employed - Small Business and Freelance",2019,8249,FALSE,FALSE
758701,"Đà Nẵng",4,37,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","35 - 39","4.5M – 8.9M","2","Unskilled Labor","Blue Collar",2019,8249,FALSE,FALSE
765509,"Hà Nội",4,40,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","40 - 60","40 - 44","4.5M – 8.9M","2","Semi-skilled labor","Blue Collar",2019,8249,FALSE,FALSE
780545,"Hà Nội",4,32,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","30 - 34","4.5M – 8.9M","2","Lecturer / Teacher","White Collar",2019,8249,FALSE,FALSE
781095,"Hà Nội",4,27,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","20 - 29","25 - 29","4.5M – 8.9M","2","Officer - Staff level","White Collar",2019,8249,FALSE,FALSE
782937,"Hải Phòng",4,40,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","40 - 60","40 - 44","4.5M – 8.9M","2","Civil servant  - Middle Management","White Collar",2019,8249,FALSE,FALSE
783322,"Hà Nội",4,50,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","40 - 60","> 45","4.5M – 8.9M","2","Small Business","Self Employed - Small Business and Freelance",2019,8249,FALSE,FALSE
783382,"Hà Nội",4,36,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","35 - 39","4.5M – 8.9M","2","Small Business","Self Employed - Small Business and Freelance",2019,8249,FALSE,FALSE
786307,"Hà Nội",4,35,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","35 - 39","4.5M – 8.9M","2","Skilled Labor","Blue Collar",2019,8249,FALSE,FALSE
786936,"Hà Nội",4,44,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","40 - 60","40 - 44","4.5M – 8.9M","2","Officer - Staff level","White Collar",2019,8249,FALSE,FALSE
792772,"Hà Nội",4,44,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","40 - 60","40 - 44","4.5M – 8.9M","2","Semi-skilled labor","Blue Collar",2019,8249,FALSE,FALSE
792876,"Nha Trang",4,46,8249,"Other","Other",NA,"Other","Male","7.5M – 8.99M","40 - 60","> 45","4.5M – 8.9M","2","Skilled Labor","Blue Collar",2019,8249,FALSE,FALSE
795043,"Hà Nội",4,35,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","35 - 39","4.5M – 8.9M","2","Small Business","Self Employed - Small Business and Freelance",2019,8249,FALSE,FALSE
797875,"Hà Nội",4,39,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","30 - 39","35 - 39","4.5M – 8.9M","2","Civil servant - Staff level","White Collar",2019,8249,FALSE,FALSE
799418,"Hà Nội",4,40,8249,"Other","Other",NA,"Other","Female","7.5M – 8.99M","40 - 60","40 - 44","4.5M – 8.9M","2","Skilled Labor","Blue Collar",2019,8249,FALSE,FALSE
